Business Name,Number,Website,Address,City,Category,Rating,Reviews,Lead Score,Opportunities
Momentum Health & Fitness,(130) 015-2051,,"Momentum Health & Fitness, level 4/211 La Trobe St, Melbourne VIC 3000",melbourne,Personal trainer,5.0,27.0,70.0,Website design and development; Google My Business setup and optimization; Basic SEO package; Professional email setup and automation; Customer relationship management (CRM) system; Review generation and management system; Customer feedback automation
Productive Health and Wellness,(039) 939-5334,,"Productive Health and Wellness, Rialto Towers, South Tower, 525 Collins St, Melbourne VIC 3000",melbourne,Personal trainer,5.0,18.0,70.0,Website design and development; Google My Business setup and optimization; Basic SEO package; Professional email setup and automation; Customer relationship management (CRM) system; Review generation and management system; Customer feedback automation; Member management and billing system
Eades Place Park Outdoor Gym,,https://www.melbourneplaygrounds.com.au/eades-place-park-outdoor-gym-west-melbourne,"Eades Place Park Outdoor Gym, 30 Chetwynd St, West Melbourne VIC 3003",melbourne,Gym,4.4,7.0,70.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Business phone system setup; Professional phone number and call routing; Professional email setup and automation; Customer relationship management (CRM) system
Fit Tribe,,http://fittribe.melbourne/,"Fit Tribe, 10 La Trobe St, Melbourne VIC 3000",melbourne,Fitness center,5.0,14.0,65.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Business phone system setup; Professional phone number and call routing; Professional email setup and automation; Customer relationship management (CRM) system
Lincoln Square Fitness,(039) 035-9942,https://sport.unimelb.edu.au/fitness/fitness-facilities,"Lincoln Square Fitness, 183 Bouverie St, Carlton VIC 3053",melbourne,Gym,4.4,16.0,45.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Review generation and management system; Customer feedback automation
Bodies By Barry Personal Training Melbourne,(043) 416-6116,http://www.bodiesbybarry.com.au/?utm_source=GMBlisting&utm_medium=Organic&utm_campaign=6405313079543884436,"Bodies By Barry Personal Training Melbourne, 10 La Trobe St, Melbourne VIC 3000",melbourne,Gym,5.0,42.0,45.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Review generation and management system; Customer feedback automation
Elite Gym Supplies,(048) 887-8893,https://elitegymsupplies.com/,"Elite Gym Supplies, 35 Collins St, Melbourne VIC 3000",melbourne,Gym,5.0,13.0,45.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Review generation and management system; Customer feedback automation
The Underground Fitness Club,(037) 049-9442,http://www.tufclub.com.au/,"The Underground Fitness Club, 174 Peel St, North Melbourne VIC 3051",melbourne,Fitness center,4.4,38.0,40.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Review generation and management system; Customer feedback automation
Health and Fitness Progressions,(041) 730-2462,https://hfprogressions.com.au/,"Health and Fitness Progressions, 2/19 Meyers Pl, Melbourne VIC 3000",melbourne,Personal trainer,4.8,25.0,40.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Review generation and management system; Customer feedback automation
Personal Training Prime 40,(041) 309-8737,https://www.prime40personaltraining.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"Personal Training Prime 40, Unit 1/164 Cardigan St, Carlton VIC 3053",melbourne,Personal trainer,5.0,43.0,40.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Review generation and management system; Customer feedback automation
Move Training Club,(043) 526-1884,http://www.movetrainingclub.com.au/,"Move Training Club, 38 La Trobe St, Melbourne VIC 3000",melbourne,Boot camp,4.9,16.0,40.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Review generation and management system; Customer feedback automation
Maddox Personal Training,(039) 958-6825,http://www.maddox.fit/,"Maddox Personal Training, GF, 325 Flinders Ln, Melbourne VIC 3000",melbourne,Personal trainer,4.9,35.0,40.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Review generation and management system; Customer feedback automation
Ashley Faithfull Training Studios,(045) 016-3020,https://www.aftrainingstudios.com.au/,"Ashley Faithfull Training Studios, Level 7/ OLDERFLEET Building, 477 Collins St, Melbourne VIC 3000",melbourne,Personal trainer,5.0,37.0,40.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Review generation and management system; Customer feedback automation
RP Performance,(037) 064-0596,http://www.rpperformance.com.au/,"RP Performance, R12/525 Collins St, Melbourne VIC 3000",melbourne,Fitness center,5.0,3.0,40.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Review generation and management system; Customer feedback automation
Zap Fitness 24/7 Carlton,(130) 092-7348,https://www.zapfitness.com.au/clubs/carlton/?utm_source=gbp&utm_medium=organic&utm_campaign=ZAP%20-%20AO%20-%20GBP%20-%20GOO%20-%20AU&utm_content=Zap%20Fitness%2024/7%20Carlton&utm_term=plcid_10602690643198762695,"Zap Fitness 24/7 Carlton, 28 Victoria St, Carlton VIC 3053",melbourne,Gym,4.1,234.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Virgin Active Collins Street Gym,(039) 206-9100,https://www.virginactive.com.au/locations/collins-street?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=collins-street,"Virgin Active Collins Street Gym, 1/567 Collins St, Melbourne VIC 3000",melbourne,Gym,4.0,284.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Anytime Fitness,(039) 629-3194,https://www.anytimefitness.com.au/gyms/au-1451/melbourne-cbd---collins-st-vic-3000/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"Anytime Fitness, 367 Collins Street (Optus Centre, Lower Ground Floor or, 354 Flinders Ln, Melbourne VIC 3000",melbourne,Gym,4.2,222.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Snap Fitness 24/7 Southbank,(040) 179-4997,https://www.snapfitness.com/au/gyms/southbank?utm_source=gmb&utm_medium=yext,"Snap Fitness 24/7 Southbank, 85D Queens Bridge St, Southbank VIC 3006",melbourne,Gym,4.3,143.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
101 Fitness,(049) 756-0077,http://www.101fitness.com.au/,"101 Fitness, 350 King St, West Melbourne VIC 3003",melbourne,Gym,4.8,89.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Anytime Fitness Melbourne CBD - Bourke Street VIC,(038) 620-7105,https://www.anytimefitness.com.au/gyms/au-1216/melbourne-cbd---bourke-street-vic-3000/,"Anytime Fitness Melbourne CBD - Bourke Street VIC, Goldsbrough Village cnr Bourke & William St, Mezzanine Level, Melbourne VIC 3000",melbourne,Gym,4.3,112.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Melbourne City Baths,(039) 658-9011,http://www.melbourne.vic.gov.au/mcb,"Melbourne City Baths, 420 Swanston St, Melbourne VIC 3000",melbourne,Gym,4.1,338.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Doherty's Gym City,(039) 621-1022,https://dohertysgym.com/city/,"Doherty's Gym City, 367 Flinders St, Melbourne VIC 3000",melbourne,Gym,4.4,161.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Anytime Fitness,(042) 797-9997,https://club.anytimefitness.com.au/docklands-vic,"Anytime Fitness, 9b/747 Collins St, Docklands VIC 3008",melbourne,Gym,4.0,140.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Prestige Gym,(041) 652-2744,http://www.prestigegym.com.au/,"Prestige Gym, Level 2/181 King St, Melbourne VIC 3000",melbourne,Boxing gym,4.4,70.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
RMIT Gym,(039) 925-2874,https://www.rmit.edu.au/students/student-life/sport-fitness,"RMIT Gym, level 3 building/8 Swanston St, Melbourne VIC 3004",melbourne,Gym,3.5,6.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Reputation management and review improvement; Customer feedback and service improvement consulting
Anytime Fitness South Melbourne,(047) 833-0849,https://www.anytimefitness.com.au/gyms/au-1263/south-melbourne-vic-3205/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"Anytime Fitness South Melbourne, Ground Floor/105 York St, South Melbourne VIC 3205",melbourne,Gym,4.3,198.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Equilibrium Health & Fitness 24/7 North Melbourne,(039) 329-4477,http://www.eqhf.com.au/,"Equilibrium Health & Fitness 24/7 North Melbourne, Level 1/19-23 Errol St, North Melbourne VIC 3051",melbourne,Gym,4.2,120.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Snap Fitness 24/7 Fitzroy,(049) 960-0667,https://www.snapfitness.com/au/gyms/fitzroy?utm_source=gmb&utm_medium=yext,"Snap Fitness 24/7 Fitzroy, 224 Brunswick St, Fitzroy VIC 3065",melbourne,Gym,4.7,323.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Forge Athletic West Melbourne,(040) 352-0426,http://www.forgeathletic.com.au/,"Forge Athletic West Melbourne, 25 Stanley St, West Melbourne VIC 3003",melbourne,Gym,4.8,50.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
101Pilates,(041) 493-4804,http://www.101pilates.studio/,"101Pilates, 51 Dudley St, West Melbourne VIC 3003",melbourne,Gym,4.7,55.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Plus Fitness 24/7 Fitzroy,(039) 417-7490,https://www.plusfitness.com.au/gyms/fitzroy/?utm_source=google&utm_medium=organic&utm_campaign=place-business-listing,"Plus Fitness 24/7 Fitzroy, 188/196 Gertrude St, Fitzroy VIC 3065",melbourne,Gym,4.9,367.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Next Level Fitness South Melbourne 24/7,(039) 682-5775,https://nextlevelfitness.com.au/south-melbourne/,"Next Level Fitness South Melbourne 24/7, 13/21 Palmerston Cres, South Melbourne VIC 3205",melbourne,Gym,4.7,132.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
CrossFit CBD,(042) 546-8293,http://www.crossfitcbd.com.au/,"CrossFit CBD, 333 Flinders Ln, Melbourne VIC 3000",melbourne,Gym,5.0,103.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Rekdek Gym,(045) 673-5440,https://www.justintimept.com/rekdek-gym/,"Rekdek Gym, 50 Lorimer St, Docklands VIC 3008",melbourne,Gym,3.9,28.0,35.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Reputation management and review improvement; Customer feedback and service improvement consulting
City Club Health and Fitness Centre,(039) 653-4894,https://www.hyatt.com/grand-hyatt/en-US/melbo-grand-hyatt-melbourne/city-club,"City Club Health and Fitness Centre, 123 Collins St, Melbourne VIC 3000",melbourne,Fitness center,4.3,53.0,30.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
BFT Southbank,(045) 553-3228,https://www.bft.fit/southbank-googlebusiness,"BFT Southbank, 18 Fanning St, Southbank VIC 3006",melbourne,Fitness center,4.9,72.0,30.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
BFT Vic Market,(042) 103-3844,https://www.bft.fit/vicmarket-googlebusiness,"BFT Vic Market, 9 Cobden St, North Melbourne VIC 3051",melbourne,Fitness center,4.9,113.0,30.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Kaya Health Clubs Melbourne CBD,(039) 090-1050,https://kayahealthclubs.com.au/?utm_source=GMB&utm_medium=gmb&content=emporium,"Kaya Health Clubs Melbourne CBD, Emporium Melbourne, 287 Lonsdale St, Melbourne VIC 3000",melbourne,Pilates studio,4.2,212.0,30.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Absolute Health & Performance - Little Collins St,(038) 547-4830,http://www.absolutehealthperformance.com.au/?y_source=1_Mzg3OTEzNzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"Absolute Health & Performance - Little Collins St, 138 Little Collins St, Melbourne VIC 3000",melbourne,Personal trainer,4.9,137.0,30.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Fitzroy Gym,(047) 767-5045,http://www.fitzroygym.com.au/,"Fitzroy Gym, Lvl 2/131/135 Johnston St, Fitzroy VIC 3065",melbourne,Fitness center,4.6,125.0,30.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Member management and billing system; Online class booking and scheduling
Fitness First Melbourne Central Platinum,(039) 935-2600,https://www.fitnessfirst.com.au/clubs/melbourne-central-platinum/?utm_source=gbp&utm_medium=organic&utm_campaign=FF%20-%20AO%20-%20GBP%20-%20GOO%20-%20AU&utm_content=Fitness%20First%20Melbourne%20Central%20Platinum&utm_term=plcid_7496860741625488975,"Fitness First Melbourne Central Platinum, 211 La Trobe St, Melbourne VIC 3000",melbourne,Gym,3.8,442.0,25.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Reputation management and review improvement; Customer feedback and service improvement consulting
Fitness First QV Platinum,(038) 665-4000,https://www.fitnessfirst.com.au/clubs/qv-platinum/?utm_source=gbp&utm_medium=organic&utm_campaign=FF%20-%20AO%20-%20GBP%20-%20GOO%20-%20AU&utm_content=Fitness%20First%20QV%20Platinum%20-%20Melbourne&utm_term=plcid_13252630253163087659,"Fitness First QV Platinum, Cnr Lonsdale &, Russell St, Melbourne VIC 3000",melbourne,Gym,3.4,345.0,25.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Reputation management and review improvement; Customer feedback and service improvement consulting
Anytime Fitness Carlton,(043) 257-7961,https://www.anytimefitness.com.au/gyms/au-1381/carlton-vic-3053/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"Anytime Fitness Carlton, Unit 2/551 Swanston St, Carlton VIC 3053",melbourne,Gym,2.8,192.0,25.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Reputation management and review improvement; Customer feedback and service improvement consulting
Fitness First Flinders St Platinum,(039) 616-4400,https://www.fitnessfirst.com.au/clubs/flinders-st-platinum/?utm_source=gbp&utm_medium=organic&utm_campaign=FF%20-%20AO%20-%20GBP%20-%20GOO%20-%20AU&utm_content=Fitness%20First%20Flinders%20St%20Platinum%20-%20Melbourne&utm_term=plcid_17263268583641530034,"Fitness First Flinders St Platinum, level 2 & 3/276 Flinders St, Melbourne VIC 3000",melbourne,Gym,3.8,351.0,25.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Reputation management and review improvement; Customer feedback and service improvement consulting
Goodlife Health Clubs Docklands,(039) 099-6600,https://www.goodlife.com.au/clubs/docklands/?utm_source=gbp&utm_medium=organic&utm_campaign=GL%20-%20AO%20-%20GBP%20-%20GOO%20-%20AU&utm_content=Goodlife%20Health%20Clubs%20Docklands&utm_term=plcid_4280281308979571397,"Goodlife Health Clubs Docklands, 740/720 Bourke St, Docklands VIC 3008",melbourne,Gym,3.5,306.0,25.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Reputation management and review improvement; Customer feedback and service improvement consulting
Anytime Fitness West Melbourne,(040) 900-1352,https://club.anytimefitness.com.au/west-melbourne-vic,"Anytime Fitness West Melbourne, 18/185 Rosslyn St, West Melbourne VIC 3003",melbourne,Gym,3.8,93.0,25.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Reputation management and review improvement; Customer feedback and service improvement consulting
Goodlife Health Clubs South Melbourne,(038) 102-5200,https://www.goodlife.com.au/clubs/south-melbourne/?utm_source=gbp&utm_medium=organic&utm_campaign=GL%20-%20AO%20-%20GBP%20-%20GOO%20-%20AU&utm_content=Goodlife%20Health%20Clubs%20South%20Melbourne&utm_term=plcid_3848975511520916119,"Goodlife Health Clubs South Melbourne, 111 Cecil St, South Melbourne VIC 3205",melbourne,Gym,3.9,322.0,25.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Reputation management and review improvement; Customer feedback and service improvement consulting
Goodlife Health Clubs Fitzroy,(039) 915-2900,https://www.goodlife.com.au/clubs/fitzroy/?utm_source=gbp&utm_medium=organic&utm_campaign=GL%20-%20AO%20-%20GBP%20-%20GOO%20-%20AU&utm_content=Goodlife%20Health%20Clubs%20Fitzroy&utm_term=plcid_10243892835117746353,"Goodlife Health Clubs Fitzroy, 41 Johnston St, Fitzroy VIC 3065",melbourne,Gym,3.5,252.0,25.0,SEO audit and optimization; Website redesign and modernization; Website speed and mobile optimization; Conversion rate optimization; Professional email setup and automation; Customer relationship management (CRM) system; Reputation management and review improvement; Customer feedback and service improvement consulting